area_name,area_type,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Chile (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,103821.2339062500,15401988.283628535
"Chile (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,284749.4660937500,59481250.42299634
"Chile (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,948.9479255319,140777.41403087226
"Chile (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Fishmeal and fish oil,150.2134992489,31378.063278946214
"Ecuador (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Other,0.0000048006,0.0008060484061469862
"Ecuador (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,0.0000048006,0.0008060484061469862
"Ecuador (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Unreported,purse seine,Direct human consumption,0.0095915179,7.680993128430732
"Ecuador (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.0170000000,2.8544220532000004
"Ecuador (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,33.9660000000,27200.3467894362
"Ecuador (mainland)",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,0.0170000000,2.8544220532000004
"Peru",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,122035.4854687500,25491964.466998436
"Peru",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,6082163.0000000000,1061406834.2894506
"Peru",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,1279.0000000000
"Peru",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1115.4300177305,233001.91963173196
"Peru",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,258597.0000000000
"Peru",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,179769.0000000000,142844403.4644564
"Peru",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,406.6919680851,60333.1774418022
"Peru",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,44494.8145312500,6600852.121555086
"Peru",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,102293.0000000000,17851295.5506077
"Peru",eez,2018,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,small scale purse seine,Direct human consumption,112680.0000000000,89535500.461008
"Chile (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,181641.2084375000,50065857.46551476
"Chile (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Fishmeal and fish oil,195.0709990245,53767.5173867774
"Chile (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Other,7.3828482033,2034.9381564591229
"Chile (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,66227.3915625000,9824902.580352578
"Chile (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Other,1.7758089835,489.4671215648576
"Chile (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Direct human consumption,389751.8560510460,57820094.16148261
"Chile (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Other,123.9343000000,34160.073324018595
"Chile (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,2602.6700413712,717375.2500434936
"Chile (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Reported,purse seine,Other,195.0709990245,53767.5173867774
"Chile (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Fishmeal and fish oil,7.3828482033,2034.9381564591229
"Chile (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,948.9479255319,140777.41403087226
"Chile (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Artisanal,Landings,Unreported,purse seine,Direct human consumption,14750.9307101481,2188315.948695736
"Ecuador (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Direct human consumption,0.7992000000,640.00815975144
"Ecuador (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Other,0.0004000000,0.09529609904000001
"Ecuador (mainland)",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Ecuador",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,0.0004000000,0.09529609904000001
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Other,53.1147000000,14640.031424579398
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Other,0.7610609929,209.77162352779536
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,artisanal fishing gear,Direct human consumption,63682.7331955643,50602284.2331354
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,59112.0246390102,14523295.21793701
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Direct human consumption,406.6919680851,60333.1774418022
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Direct human consumption,179769.0000000000,142844403.4644564
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Other,89.8845000000,22083.81690508305
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,unknown class,Direct human consumption,3437422.4669944300,2731375052.167723
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,1720.4316651624,422694.65693365544
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Direct human consumption,59052.9126143712,46923429.93084751
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Direct human consumption,28383.1678125000,4210672.53443682
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Unreported,purse seine,Other,29.5560123195,7261.647608968506
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,artisanal fishing gear,Fishmeal and fish oil,31.8732398376,7830.96966379957
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Discards,Unreported,purse seine,,146630.1232474640
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Reported,purse seine,Fishmeal and fish oil,77846.2321875000,21456796.056649182
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Industrial,Landings,Reported,unknown class,Other,1720.4316651624,422694.65693365544
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Chile",Industrial,Landings,Unreported,purse seine,Fishmeal and fish oil,1115.4300177305,307446.53573292383
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Reported,artisanal fishing gear,Other,31.8732398376,7830.96966379957
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Landings,Unreported,small scale purse seine,Fishmeal and fish oil,89.8845000000,22083.81690508305
"Peru",eez,2019,"Engraulis ringens","Anchoveta","Small pelagics (<30 cm)","Anchovies","Peru",Artisanal,Discards,Unreported,small scale purse seine,,1279.0000000000
